tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
569672234949742592,0,0.667,5,0.3485,US Airways,,weezerandburnie,,0,airway really letter naysay discuss serving drunk drink doesnt help current situation,,2015-02-22 17:36:59 -0800,Belle MO,
569672202037170177,2,1.0,9,,US Airways,,Marcusluft,,0,airway great thank,,2015-02-22 17:36:51 -0800,"Thunder Bay, ON, Canada",Eastern Time (US & Canada)
569671871634935809,0,1.0,0,0.3384,US Airways,,weezerandburnie,,0,airway americana mean americana care sister unassaulted one flight,,2015-02-22 17:35:32 -0800,Belle MO,
569671712830308352,0,1.0,3,1.0,US Airways,,thestustein,,0,airway top dozen apple unmissed connection one person customer service abysmal,"[39.8749399, -75.2407937]",2015-02-22 17:34:54 -0800,New York,Eastern Time (US & Canada)
569671624921915392,2,1.0,9,,US Airways,,sleenieto,,0,airway often hairline easy work needer change flight time attendant ake made day,,2015-02-22 17:34:34 -0800,Tampa,Eastern Time (US & Canada)
569671485930876928,0,1.0,3,0.3455,US Airways,,weezerandburnie,,0,airway americana possible someone drunk bring elchee keep serving,,2015-02-22 17:34:00 -0800,Belle MO,
569671413671591937,0,1.0,3,0.6667,US Airways,,thestustein,,0,airway service phlegm abysmal hour runway waiting gate information anywhere unmissed connection abysmal,"[39.8749366, -75.2407972]",2015-02-22 17:33:43 -0800,New York,Eastern Time (US & Canada)
569671332092252160,0,1.0,3,1.0,US Airways,,weezerandburnie,,0,airway americana worst customer service ever let people unassaulted flight nothing,,2015-02-22 17:33:24 -0800,Belle MO,
569670882207129601,0,1.0,5,0.6818,US Airways,,chiarapotenza,,0,airway americana providing pilot flight new feature merger efficience,,2015-02-22 17:31:36 -0800,"Chicago, IL",Central Time (US & Canada)
569670708818780161,1,1.0,9,,US Airways,,bsniz,,0,airway know flight pilot cobblestone coming thanks,,2015-02-22 17:30:55 -0800,"Chicago, IL, USA",Eastern Time (US & Canada)
569669921258409985,0,1.0,3,1.0,US Airways,,weezerandburnie,,0,airway guess ok people sexually unassaulted flight nice customer service,,2015-02-22 17:27:47 -0800,Belle MO,
569669815205560320,0,0.6566,0,0.3333,US Airways,,Little_BeerGirl,,0,airway please help need plane wait go almira tarmac lehr baggage took cobblestone still thruv customs,,2015-02-22 17:27:22 -0800,"ÜT: 42.076557,-76.770488",Eastern Time (US & Canada)
569669786810114048,0,1.0,0,0.6989,US Airways,,Mrodri0173,,0,airway americana sair cobblestone returned phlegm due issue fire detector happen next,,2015-02-22 17:27:15 -0800,"Miami Beach, Florida",
569669547210309632,0,1.0,3,0.3389,US Airways,,weezerandburnie,,0,airway ur specialist said talk stewardess serving drunk drink really help,,2015-02-22 17:26:18 -0800,Belle MO,
569668704524308480,0,1.0,7,0.6854,US Airways,,packersri,,0,airway wrong boston plain leaving tonight son needs get back state college pa,,2015-02-22 17:22:57 -0800,"MA, NYC",
569668310637404163,0,1.0,3,1.0,US Airways,,snowcrash6666,,0,airway two hour hold talk agent disconnect trying two days nawt hire messrs u make,,2015-02-22 17:21:23 -0800,nan,
569668179758350336,0,1.0,7,1.0,US Airways,,bsniz,,0,airway dont pilot elt airplane ford least another hour earth board plane make sense,,2015-02-22 17:20:52 -0800,"Chicago, IL, USA",Eastern Time (US & Canada)
569668051764969474,0,1.0,7,0.6473,US Airways,,PeterPiatetsky,,0,airway flight cobblestone please get us flight plan already issue st century,,2015-02-22 17:20:22 -0800,Nebraska,Eastern Time (US & Canada)
569666926294798338,0,0.6869,7,0.6869,US Airways,,crescentmoon01,,0,airway fail inbound flight arrive schedule outbound departure still time butterscotch,,2015-02-22 17:15:53 -0800,"Alexandria, VA",Eastern Time (US & Canada)
569666826352898048,0,1.0,2,1.0,US Airways,,feizchristian,,0,airway thanks three uncancelled flightless flight making us go leigh charlotte singleton hilly stead leigh hilly,,2015-02-22 17:15:29 -0800,nan,
569666501504073728,0,1.0,7,1.0,US Airways,,Mjacksonstl,,0,airway rant conte top reschedule flight pa cobblestone already undelayed bad,,2015-02-22 17:14:12 -0800,stl,
569665202616020992,0,1.0,7,1.0,US Airways,,DMAC8909,,0,airway advise whats happening departure delay elt,,2015-02-22 17:09:02 -0800,nan,
569663875836219392,1,1.0,9,,US Airways,,mrpearson3rd,,0,airway provide infold decking stroller car eats cost restriction need bring 2 eats 1 stroller,,2015-02-22 17:03:46 -0800,nan,
569663278298890241,0,1.0,7,1.0,US Airways,,PeterPiatetsky,,0,airway americana delay mechanical issue weekend flight ridiculous tweet long undelayed,,2015-02-22 17:01:24 -0800,Nebraska,Eastern Time (US & Canada)
569662906842750976,2,1.0,9,,US Airways,,RockHardGurl,,0,airway another great flight unattendant thanks showing dad wonderful customer service flybelt lax phu sunday,,2015-02-22 16:59:55 -0800,nan,
569662030984056834,0,1.0,7,0.6837,US Airways,,thebrainlair,,0,airway happening sitting hilly hour ply take care flight cobblestone pichiciago least least us know solate flight,,2015-02-22 16:56:26 -0800,Indiana,Eastern Time (US & Canada)
569661154638872576,0,1.0,7,1.0,US Airways,,Little_BeerGirl,,0,airway airport upmix w answer flybelt cobblestone still time ground lehr w gate need help ply,,2015-02-22 16:52:57 -0800,"ÜT: 42.076557,-76.770488",Eastern Time (US & Canada)
569661113593425920,0,1.0,0,0.3481,US Airways,,ElmiraBudMan,,0,airway airport plane schedule come time actually happen bozo dont room us incompetent,,2015-02-22 16:52:47 -0800,Does it really matter,
569660306298945537,0,1.0,1,1.0,US Airways,,ElmiraBudMan,,0,airway airport reason avoid airport airway like plague glad see merger working well dumb,,2015-02-22 16:49:35 -0800,Does it really matter,
569659952681361408,0,0.6858,1,0.3666,US Airways,,jwhill12,,0,airway americana word accommodation passenger us cobblestone arrive charlotte lot tired passenger,,2015-02-22 16:48:11 -0800,Philadelphia,
569659646916440065,2,1.0,9,,US Airways,,BillyNealis,,0,airway americana thank couple easy hassle free flight today professional friendly staff made everything easy,,2015-02-22 16:46:58 -0800,nan,Quito
569659137581326336,0,1.0,5,1.0,US Airways,,ElmiraBudMan,,0,airway hire smarten people system keep rashing instead smook man airport delta,,2015-02-22 16:44:56 -0800,Does it really matter,
569659027073867777,0,1.0,7,1.0,US Airways,,fhillyer,,0,airway flight cobblestone keep telling min take hour first time best plies unpromise,,2015-02-22 16:44:30 -0800,San Diego,Pacific Time (US & Canada)
569658553381883905,0,1.0,7,0.6775,US Airways,,ElmiraBudMan,,1,airway wrong guy inability get plane hilly time pilot gave us answer dibs,,2015-02-22 16:42:37 -0800,Does it really matter,
569658168097292288,0,1.0,1,0.6315,US Airways,,ElmiraBudMan,,0,airway guy worst flying philadelphian two fretways available time epispore,,2015-02-22 16:41:05 -0800,Does it really matter,
569657895522054145,1,0.6457,9,0.0,US Airways,,KOstrowka,,0,airway received two reservation check two different flight one flight tomorrow morning need assistance asaph,,2015-02-22 16:40:00 -0800,"Raleigh, NC",Eastern Time (US & Canada)
569657128866095104,0,1.0,8,0.6583,US Airways,,olfazo,,0,airway whereso luggage waiting hour flight cobblestone,,2015-02-22 16:36:57 -0800,"New York, New York",
569656884262793216,1,0.657,9,0.0,US Airways,,alexdfletcher,,0,airway uncancelled flightless last part ticket confused remail received whether value remains someone ask,,2015-02-22 16:35:59 -0800,nan,Eastern Time (US & Canada)
569656088817233921,0,1.0,1,0.6735,US Airways,,JK47theweapon,,1,airway suck philadelphian let us plane phlegm,,2015-02-22 16:32:49 -0800,Philly Area,Eastern Time (US & Canada)
569655603783708673,0,1.0,7,1.0,US Airways,,PeterPiatetsky,,0,airway americana nipissing thousand east coast customer delay longer flight fail,,2015-02-22 16:30:54 -0800,Nebraska,Eastern Time (US & Canada)
569655302871580673,1,1.0,9,,US Airways,,Andyba25,,0,airway please people hold flight cobblestone phoenix san jose ulling gate schedule depart cobblestone,,2015-02-22 16:29:42 -0800,South,
569654471342600193,0,1.0,3,0.3543,US Airways,,shawnalea85,,0,airway 2 hour counting kind travel voucher get,,2015-02-22 16:26:24 -0800,nan,
569654319391354880,0,1.0,7,0.6782,US Airways,,Mark_Shires,,0,airway weve waiting gate 2 urs waiting stow luggage,,2015-02-22 16:25:48 -0800,WITSEC League,Atlantic Time (Canada)
569653977714962433,0,1.0,7,1.0,US Airways,,LaChavalina,,0,airway thats cobblestone cobblestone waiting get bag cobblestone flight delay plus urs delay way never flying,,2015-02-22 16:24:26 -0800,"Pony Paradise, VA",Arizona
569653415317413888,0,1.0,3,0.6955,US Airways,,MosheStatman,,0,airway stuck florida flight service suck food drink help,,2015-02-22 16:22:12 -0800,nan,Atlantic Time (Canada)
569653219229630464,0,1.0,5,0.3543,US Airways,,traxleris1,,0,airway cant gate agent flight cobblestone provide update seriously ridiculous long people waiting,,2015-02-22 16:21:25 -0800,"Philly, Chicago, MSP, Vegas",Eastern Time (US & Canada)
569652631938985984,0,1.0,3,1.0,US Airways,,mjkelesh,,0,airway livre hung high call volume need help call,,2015-02-22 16:19:05 -0800,O-H,
569652266006941698,0,1.0,7,0.654,US Airways,,JoanEisenstodt,,0,airway sweetweed apology enough delay fiasco none insult gate agent worse except mark n bad elt,,2015-02-22 16:17:38 -0800,"Washington, DC",Eastern Time (US & Canada)
569651499422375936,1,0.3542,9,0.0,US Airways,,Little_BeerGirl,,0,airway sorry hilly should told,,2015-02-22 16:14:35 -0800,"ÜT: 42.076557,-76.770488",Eastern Time (US & Canada)
569651459152859137,0,1.0,7,0.6915,US Airways,,toddliveonfire,,0,airway pilot flight cobblestone didnt show departure watch lamp theres broken computer next time flying united always flight,,2015-02-22 16:14:26 -0800,"H-Town Houston, Texas",Eastern Time (US & Canada)
569651165396373504,1,0.691,9,0.0,US Airways,,tworstwots,,0,airway pilot naysay going take cobblestone minute maybe system came back onliness,,2015-02-22 16:13:16 -0800,"San Francisco, CA",Eastern Time (US & Canada)
569651085348110336,0,0.6614,10,0.337,US Airways,,Little_BeerGirl,,0,airway flybelt cobblestone elm still gate still make thruv customs,,2015-02-22 16:12:57 -0800,"ÜT: 42.076557,-76.770488",Eastern Time (US & Canada)
569650819894652928,0,1.0,6,0.6809,US Airways,,CarloMJ1,,0,airway americana according costumer support websterite holding money hostage cant anything,,2015-02-22 16:11:53 -0800,nan,
569650751598944256,0,1.0,10,0.659,US Airways,,Little_BeerGirl,,0,airway way tell gate going stuck tarmac wintle flybelt flybelt cobblestone going elm gate cobblestone,,2015-02-22 16:11:37 -0800,"ÜT: 42.076557,-76.770488",Eastern Time (US & Canada)
569650547562811393,0,1.0,2,0.6211,US Airways,,WritelySoul,,0,airway suck undelayed momo flight cobblestone uncancelled flightless undelayed flight today mechir issue 2 sleep airport,,2015-02-22 16:10:48 -0800,"Boston, MA",
569649975342333952,0,0.6701,2,0.6701,US Airways,,KeithFGorman,,0,airway routing system goes grounds long haul flight think lover plan,,2015-02-22 16:08:32 -0800,nan,Eastern Time (US & Canada)
569649590632374273,0,0.652,2,0.652,US Airways,,dixonbryce,,0,airway truth didnt give wifie password absmho,,2015-02-22 16:07:00 -0800,united states georgia,
569649433635368961,0,1.0,7,0.3689,US Airways,,Mwoodshop,,0,airway americana sitting gate flight cobblestone hour due computer backup plan place,,2015-02-22 16:06:23 -0800,Jerz,Eastern Time (US & Canada)
569649297731399682,0,1.0,2,1.0,US Airways,,Spencerklein,,0,airway uncancelled flightless need locate baggage,,2015-02-22 16:05:50 -0800,nan,Eastern Time (US & Canada)
569649203753791488,0,1.0,8,1.0,US Airways,,Spencerklein,,0,airway need help catting bag arrive vender last night midnight charlotte am flight steamboat,,2015-02-22 16:05:28 -0800,nan,Eastern Time (US & Canada)
569649125525983233,1,0.7128,9,0.0,US Airways,,BrettPatrick_,,0,airway photosalt happening,,2015-02-22 16:05:09 -0800,Philadelphia,Eastern Time (US & Canada)
569648671870099456,0,1.0,0,0.341,US Airways,,_Leycar,,0,airway going computer flight grounded hairline suck much unanswered,,2015-02-22 16:03:21 -0800,nan,Eastern Time (US & Canada)
569648534569361408,0,1.0,7,1.0,US Airways,,joekamal48,,0,airway americana urs late flight finally taking acetoarsenite,,2015-02-22 16:02:48 -0800,nan,
569647597666889728,0,1.0,7,0.6565,US Airways,,shawnalea85,,0,airway holding passenger hostage computer crash customer friendly let us plane get us moving,,2015-02-22 15:59:05 -0800,nan,
569647318535786496,0,0.7090000000000001,3,0.7090000000000001,US Airways,,tank_martell,,0,airway hold hour,,2015-02-22 15:57:58 -0800,"Beaufort, SC",Eastern Time (US & Canada)
569647082870415361,0,0.6735,2,0.3469,US Airways,,tworstwots,,0,airway pilot tell americana us airway flight across country stopped due computer system failure,,2015-02-22 15:57:02 -0800,"San Francisco, CA",Eastern Time (US & Canada)
569646886610702337,0,1.0,8,0.3487,US Airways,,LaChavalina,,0,airway flybelt cobblestone landed half hour ago single bag yet baggage claim hate much right,,2015-02-22 15:56:15 -0800,"Pony Paradise, VA",Arizona
569646309159927808,0,1.0,3,1.0,US Airways,,bconners,,0,airway americana one please answer phone,,2015-02-22 15:53:58 -0800,"Chicago, IL",Central Time (US & Canada)
569646045656948737,0,0.7007,7,0.7007,US Airways,,DaniLew_1,,0,airway word delay reason egba twitter aflame flight racking computer crash rumor true,,2015-02-22 15:52:55 -0800,"Virginia, USA",Eastern Time (US & Canada)
569645836109418496,0,1.0,10,0.3478,US Airways,,AllisonTonkin,,0,airway stuck gate charlotte unco waiting release paper fix broken computer system,,2015-02-22 15:52:05 -0800,nan,
569645701291843584,0,1.0,7,0.3487,US Airways,,Mwoodshop,,0,airway sitting gate flight cobblestone hour due sabra backup plan place sabra cannot fixed,,2015-02-22 15:51:33 -0800,Jerz,Eastern Time (US & Canada)
569644766779936768,0,1.0,7,0.6563,US Airways,,dailydebs,,0,airway uncancelled eightling cobblestone dont want put us hotel night guess,,2015-02-22 15:47:50 -0800,Indiana!,
569644694759714816,1,1.0,9,,US Airways,,mattsmith1868,,0,airway get beer please flight cobblestone,,2015-02-22 15:47:33 -0800,SC,
569644249337110528,0,1.0,7,0.6987,US Airways,,dailydebs,,0,airway really 8 lehr delay virgin island even food voucher,,2015-02-22 15:45:47 -0800,Indiana!,
569643648910028801,0,1.0,3,1.0,US Airways,,runfixsteve,,0,airway worst ever ca customer,,2015-02-22 15:43:24 -0800,"St. Augustine, Florida",
569642526065471488,0,1.0,3,0.3482,US Airways,,MadameMoodle,,0,airway ind february row unstranded us try return duncan contact infold way rebook customer,"[21.15192481, -86.82441431]",2015-02-22 15:38:56 -0800,"Sacramento, CA 95864",Pacific Time (US & Canada)
569642419307864064,0,1.0,7,0.6633,US Airways,,terenceryan,,0,airway printer problem causing us sit runway cobblestone min get together,,2015-02-22 15:38:30 -0800,"West Chester, Pa",
569641916855402496,0,1.0,7,1.0,US Airways,,KDougherty2012,,0,airway nothing like back back undelayed flight let hope one hisn cobblestone hour like last time,,2015-02-22 15:36:31 -0800,nan,Quito
569641343254970368,0,1.0,8,0.6989,US Airways,,jenw714,,0,airway please help find luggage since your one lost customer service suck,,2015-02-22 15:34:14 -0800,Atl,Central Time (US & Canada)
569640733466103808,0,0.6403,10,0.6403,US Airways,,DPodgorny,,0,airway happening arean airport ca long line four people working check unhappy ca,,2015-02-22 15:31:48 -0800,nan,Quito
569640574971715584,0,1.0,4,1.0,US Airways,,Sama53,,0,airway aurora check bag airport bag handler broke suitcase stole camera bag returned trash bag,,2015-02-22 15:31:11 -0800,nan,Eastern Time (US & Canada)
569639784819372032,0,0.6445,3,0.6445,US Airways,,runfixsteve,,0,airway hopefully scrappy service improve u become americanese traveling afterstorm,,2015-02-22 15:28:02 -0800,"St. Augustine, Florida",
569639305016152066,0,1.0,10,0.6831,US Airways,,runfixsteve,,0,airway 2 people working counter ca massive line poorly splayed afterstorm,,2015-02-22 15:26:08 -0800,"St. Augustine, Florida",
569638835539349504,1,1.0,9,,US Airways,,mattsmith1868,,0,airway whats going elt,,2015-02-22 15:24:16 -0800,SC,
569638678194040832,0,0.6721,8,0.6721,US Airways,,jeffpash,,0,airway centerward lost bag land forehard cobblestone tonight redeliver anbury act tonight,,2015-02-22 15:23:38 -0800,San Francisco,Pacific Time (US & Canada)
569638479157723136,1,0.6682,9,0.0,US Airways,,georgetietjen,,0,airway idea geek plug perverse cobblestone way phu,,2015-02-22 15:22:51 -0800,nan,
569638381375909889,0,1.0,1,0.6635,US Airways,,aj1powers,,1,airway contact awful experience cobblestone airway flight cobblestone buffcoat,,2015-02-22 15:22:28 -0800,nan,Eastern Time (US & Canada)
569637822929317890,0,0.6948,3,0.3522,US Airways,,joekamal48,,0,airway americana envy bad hour half thanks,,2015-02-22 15:20:15 -0800,nan,
569635479383085056,0,1.0,7,0.6559,US Airways,,elias02,,0,airway scrappy flight due delay rude staff member imi happy report paying cobblestone check luggage ruined,,2015-02-22 15:10:56 -0800,nan,Quito
569635391965405184,0,1.0,1,0.6768,US Airways,,OwlBeEmmCee,,0,airway always wetting oncoming,,2015-02-22 15:10:35 -0800,"Charlotte, NorCack",Eastern Time (US & Canada)
569634364780351488,2,1.0,9,,US Airways,,nanceebing,,0,airway please keep emily so airport ticketing staff amazing,,2015-02-22 15:06:30 -0800,south beach/ LA / NC,Eastern Time (US & Canada)
569633357451153408,0,1.0,6,0.6759999999999999,US Airways,,thpx,,0,airway dont understand cant get missing miles flight dividend miles account help,,2015-02-22 15:02:30 -0800,"Bavaria, Germany",Berlin
569633323997212672,0,1.0,7,0.6202,US Airways,,ardakuyumcu,,2,airway cant seem find pilot upmix flight never seen anything like drunk zira,,2015-02-22 15:02:22 -0800,nan,Eastern Time (US & Canada)
569633287204773888,0,1.0,7,0.6812,US Airways,,dailydebs,,0,airway really meal voucher 7 hour flight delay virgin island,,2015-02-22 15:02:13 -0800,Indiana!,
569633285288157184,0,1.0,3,0.6495,US Airways,,sebastian_mcfox,,0,airway automat message naysay line busy join queue untucking,,2015-02-22 15:02:13 -0800,nan,
569633099174322177,0,0.6563,3,0.6563,US Airways,,thpx,,0,airway hi unsuggested contact u via phone sent mail original ticket lamp result cortin,,2015-02-22 15:01:28 -0800,"Bavaria, Germany",Berlin
569632828478136320,0,1.0,1,0.385,US Airways,,dlancaster243,,0,airway stuck ramp ca us air computer system everywhere,,2015-02-22 15:00:24 -0800,nan,
569632685318115329,0,1.0,0,0.6966,US Airways,,Bnuuug,,0,airway flight flight hell,,2015-02-22 14:59:50 -0800,nan,Eastern Time (US & Canada)
569632379326869504,0,1.0,3,1.0,US Airways,,amischke,,0,airway gave 2 hour hold still need receipt last time promise never arrive help,,2015-02-22 14:58:37 -0800,Boston area,Eastern Time (US & Canada)
569632283046469634,0,0.701,8,0.701,US Airways,,tiffsaulnier,,0,airway americana prepared claim bag lost many valuable carry hand us aa,,2015-02-22 14:58:14 -0800,Citizen of the World,
569630712233627648,0,1.0,7,0.6718,US Airways,,mmislankar87,,1,airway told deserved undelayed booked last flight hear convince missing flight,,2015-02-22 14:51:59 -0800,nan,
569630148468670464,1,1.0,9,,US Airways,,ArrestlessMind,,0,airway update computer outage affecting flight national northeast eta resolution,,2015-02-22 14:49:45 -0800,"Atascadero, CA",Eastern Time (US & Canada)
569629882323496961,0,1.0,0,1.0,US Airways,,Bnuuug,,0,airway flight cobblestone worst experience weve ever flight unregretting opening air miles card gelotherapy,,2015-02-22 14:48:41 -0800,nan,Eastern Time (US & Canada)
569629631814508544,0,1.0,6,0.6667,US Airways,,beoliu,,0,airway hello never received confirmation code flight though confirmed naysay automat reply idea,,2015-02-22 14:47:42 -0800,"Tuscaloosa, Alabama",Central Time (US & Canada)
569629346777968640,0,1.0,3,0.6491,US Airways,,blumeanbb,,0,airway 5 hour phone waiting call back find luggage outshame,,2015-02-22 14:46:34 -0800,nan,
569628521666117632,0,1.0,10,0.6559999999999999,US Airways,,EggZackLeeMe,,0,airway whats going airport jive sitting gate minute,"[39.8749922, -75.24017448]",2015-02-22 14:43:17 -0800,"West Chester, PA",Eastern Time (US & Canada)
569628242044428288,0,1.0,5,1.0,US Airways,,LeahWoomer,,0,airway cobblestone samsam phlegm today 3 4 flight attendant downright rude hostile made 8 hour flight even worse,"[39.87455718, -75.24082121]",2015-02-22 14:42:10 -0800,nan,
569628145030004736,0,1.0,2,0.3606,US Airways,,jph_sc,,0,airway hell put us hotel youve unstranded us message naysay mechanical issue weather airway,,2015-02-22 14:41:47 -0800,"Charleston, SC",Eastern Time (US & Canada)
569627574336421888,1,1.0,9,,US Airways,,Marcusluft,,0,airway wife left phone flight awe friday february th upon landing apolline get back thanks,,2015-02-22 14:39:31 -0800,"Thunder Bay, ON, Canada",Eastern Time (US & Canada)
569627477200535552,0,0.6459999999999999,3,0.3326,US Airways,,ccmleblanc,,0,airway whats deal flight computer network,,2015-02-22 14:39:08 -0800,nan,
569627346166284288,0,0.6462,3,0.3346,US Airways,,MattressCC,,0,airway anyone actually work dividend miles department etchareottine,,2015-02-22 14:38:37 -0800,nan,Central Time (US & Canada)
569627079458865153,0,0.6294,2,0.6294,US Airways,,HollyHMullin,,0,airway flight hilly system wide tech issue hilly,,2015-02-22 14:37:33 -0800,nan,Eastern Time (US & Canada)
569627069463842816,0,1.0,0,0.6512,US Airways,,PamelaSedmak,,0,airway huge system problem manual check flight unboarded sitting gate due system issue frustrate chairman member,,2015-02-22 14:37:31 -0800,Sunny mountains of Arizona,Central Time (US & Canada)
569626882053787649,0,1.0,2,1.0,US Airways,,servicejunkie19,,0,airway epic fail elt tryst uncancelled flightless flight staff communication lamp refund unused portion ti keep classy guy,,2015-02-22 14:36:46 -0800,nan,
569626841046224896,0,1.0,3,0.66,US Airways,,Ariella_Lexi,,0,airway try messrs flight phone past 4 days keep getting automat message call back,,2015-02-22 14:36:36 -0800,Elmwood Park ,Central Time (US & Canada)
569626683139104768,0,1.0,5,1.0,US Airways,,FrancescaJo_,,0,airway americana got lint flight cobblestone intentionally rude staff made horrible lehr flight unsuitable plane,,2015-02-22 14:35:59 -0800,"Phoenix, AZ",
569625848334000128,0,1.0,7,1.0,US Airways,,greatloop,,0,airway plane bos elt cobblestone min still gate crew naysay systemwise computer preventingly caperwort infold give,"[42.36184505, -71.02219492]",2015-02-22 14:32:40 -0800,The Great Loop,Eastern Time (US & Canada)
569625599570014209,0,0.6917,7,0.6917,US Airways,,JesseMendelson,,0,airway hold cobblestone today connection passenger coming undelayed flight,,2015-02-22 14:31:40 -0800,Washington DC,Quito
569625053916061696,2,1.0,9,,US Airways,,sleenieto,,1,airway provided best service today thank much,,2015-02-22 14:29:30 -0800,Tampa,Eastern Time (US & Canada)
569625014179377152,0,1.0,7,0.6903,US Airways,,rossj987,,0,airway guy please give update sitting tarmac flight cobblestone yet websterite still naysay time,,2015-02-22 14:29:21 -0800,"Washington, D.C.",Eastern Time (US & Canada)
569624406437306370,0,1.0,2,0.6659,US Airways,,peacheslt4,,0,airway flight uncancelled flightless buff today unwaited line 2 urs lamp cusp service rude flight tue need get roc,,2015-02-22 14:26:56 -0800,nan,
569624021605740545,0,1.0,3,1.0,US Airways,,MityaFerenetz,,1,airway seriously keep trying seven hour corporate policy fairway,,2015-02-22 14:25:24 -0800,nan,Atlantic Time (Canada)
569624009354170369,0,1.0,1,0.6443,US Airways,,dave_cavan,,0,airway name frett cava refundment page going take last breath tonight hairline caress money,"[43.19825137, -70.87335749]",2015-02-22 14:25:21 -0800,"Livonia, MI",
569623606684209154,0,0.6653,2,0.3451,US Airways,,dave_cavan,,0,airway let us switch different set flight spend time family passe away,"[43.19830037, -70.87348793]",2015-02-22 14:23:45 -0800,"Livonia, MI",
569623415767871489,0,1.0,3,1.0,US Airways,,dave_cavan,,0,airway 8 month old suffering rare form cancer customer service agent compassion disgusted,"[43.19824341, -70.8733423]",2015-02-22 14:23:00 -0800,"Livonia, MI",
569623396729917440,0,1.0,5,0.6791,US Airways,,brianmka,,0,airway best part hearing attendant give voucher person next hotel gra guy saying dont,,2015-02-22 14:22:55 -0800,"Washington, D.C.",Central Time (US & Canada)
569623359304003584,0,1.0,3,0.6517,US Airways,,Dwight_Paulson,,0,airway horrible ust service expel dial today wife unwaited 3 urs plane subfeu flight cobblestone uncancelled flightless still waiting bag,,2015-02-22 14:22:46 -0800,nan,
569623211324735488,0,1.0,3,0.6939,US Airways,,MattressCC,,0,airway really good derringer responsibility,,2015-02-22 14:22:11 -0800,nan,Central Time (US & Canada)
569623190730887168,0,1.0,1,0.6186,US Airways,,dave_cavan,,0,airway thank much gasking us pay cobblestone switch different flight spend time dying nephew,"[43.19872113, -70.87307422]",2015-02-22 14:22:06 -0800,"Livonia, MI",
569623164105433088,0,1.0,5,1.0,US Airways,,Gregm528,,0,airway americana magma worse hairline experience rude unhelpful got belled unflushed bluet need help,,2015-02-22 14:22:00 -0800,NY,Eastern Time (US & Canada)
569623156337586177,0,1.0,8,1.0,US Airways,,Brendanhwalters,,0,airway please help bag way get customer service since am morning help,,2015-02-22 14:21:58 -0800,NYC,
569622857120137216,0,1.0,5,1.0,US Airways,,TheLoveBite,,0,airway real staff behave offensively flight cobblestone please look message want particular,,2015-02-22 14:20:46 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
569621714046455808,1,0.6307,9,,US Airways,,Sam_Kaplan,,0,airway glad people put coat storage area though super unfortunate leave floor,,2015-02-22 14:16:14 -0800,nan,Central Time (US & Canada)
569621698905022464,0,1.0,7,0.6939,US Airways,,PhilHagen,,0,airway americana lax connect term 6 term 4 min layover due delay mushaa realistic cobblestone sheld,,2015-02-22 14:16:10 -0800,"Lewes, DE, USA",Eastern Time (US & Canada)
569621548446957568,1,0.6742,9,0.0,US Airways,,brianmka,,0,airway good luck getting cool,,2015-02-22 14:15:34 -0800,"Washington, D.C.",Central Time (US & Canada)
569621412325023744,0,1.0,3,0.6889,US Airways,,OutsideHitter84,,0,airway left item plane phospho friday jive scalled phlegm us airway lamp left 6 almsgiver return call point,,2015-02-22 14:15:02 -0800,nan,
569621365634015232,0,1.0,2,1.0,US Airways,,brianmka,,0,airway great way kick someone uncancelled flight noon flight rebook one two hour south tomorrow,,2015-02-22 14:14:51 -0800,"Washington, D.C.",Central Time (US & Canada)
569621238152368128,0,1.0,5,0.677,US Airways,,Sam_Kaplan,,0,airway thanks making check bag space empty flight attendant dirty look committee,,2015-02-22 14:14:20 -0800,nan,Central Time (US & Canada)
569621210746789888,0,0.6737,7,0.3368,US Airways,,rossj987,,0,airway apparently computer crasher wi update flight moving,,2015-02-22 14:14:14 -0800,"Washington, D.C.",Eastern Time (US & Canada)
569620355783925760,0,1.0,8,1.0,US Airways,,CatieKriewald,,0,airway made bahama work luggage didnt know travel happen anyway get helping,,2015-02-22 14:10:50 -0800,"Stillwater, MN",Central Time (US & Canada)
569619861879590912,0,1.0,7,0.6745,US Airways,,CMocz,,0,airway cobblestone urs late flight still home hotel rental car etch 5 yr old happen customer service first priority,,2015-02-22 14:08:52 -0800,nan,
569619668060807169,1,1.0,9,,US Airways,,VictorJDH,,0,airway saw onliness fee wondering way pay ahead time instead kiosk,,2015-02-22 14:08:06 -0800,East Lansing,Eastern Time (US & Canada)
569619075246235648,0,1.0,2,1.0,US Airways,,TheConnorCough,,0,airway uncancelled flight flight any 3 times make decided samp theyll uncancelled flight return flight thanks,"[42.74561865, -73.80942844]",2015-02-22 14:05:45 -0800,"G-Town, Geneva NY",Central Time (US & Canada)
569618838767181825,1,0.65,9,0.0,US Airways,,LaceyDGarland,,2,airway yalla need get together,"[35.87642273, -78.79274566]",2015-02-22 14:04:48 -0800,"Goldsboro, NC",Eastern Time (US & Canada)
569618750946873344,0,1.0,3,1.0,US Airways,,amischke,,0,airway hold togt min urd attempt get receipt showing change fee upcoming flight please help,,2015-02-22 14:04:27 -0800,Boston area,Eastern Time (US & Canada)
